number,didian,zhiwei,mingcheng
1,北京,产品/项目类,23048-PC浏览器产品经理（北京）
1,北京,技术类,23048-内容推荐算法高级工程师（北京）
4,北京,技术类,SNG02-自然语言处理高级研发工程师（北京）
1,深圳,技术类,15571-unreal引擎开发工程师（深圳）
1,深圳,职能类,EC-办学专家（深圳）
1,深圳,技术类,22989-Android高级研发工程师
1,深圳,技术类,22989-iOS高级研发工程师（深圳）
1,深圳,产品/项目类,19881-王者荣耀高级社区渠道运营（深圳）
2,深圳,技术类,MIG07-安全大数据分析工程师（深圳）
1,深圳,设计类,15569-魂斗罗高级2d角色设计师（深圳）
1,深圳,技术类,SNG16-腾讯音乐自然语言处理NLP高级工程师（深圳）
1,北京,职能类,S2-反舞弊调查经理（北京）
1,深圳,市场类,MIG05-应用宝高级品牌经理（深圳）
2,北京,职能类,AQ-安全运营经理（北京）
1,北京,职能类,13654-法律研究员
1,北京,设计类,15612-高级3D场景设计师（北京）
2,深圳,市场类,20718-智能硬件高级营销策划
1,深圳,职能类,S2-税务管理（深圳）
1,深圳,技术类,SNG11-腾讯云PHP开发工程师（深圳）
2,深圳,技术类,SNG11-腾讯云安全后台开发工程师（深圳）
2,深圳,产品/项目类,23518-移动游戏渠道商务拓展经理（新兴垂直渠道）
2,深圳,技术类,22989-腾讯云API平台研发工程师
2,深圳,技术类,22989-腾讯云运营系统研发工程师
2,深圳,技术类,TEG09-计算平台研发工程师（深圳）
1,深圳,技术类,SNG11-运营开发（深圳）
1,深圳,设计类,MIG03-浏览器高级视觉设计师
2,北京,产品/项目类,OMG148-产品经理（北京）
0,深圳,技术类,TEG03-数据挖掘算法工程师（深圳）
1,深圳,产品/项目类,19881-王者荣耀高级直播及KOL运营（深圳）
1,深圳,产品/项目类,19881-王者荣耀高级线下赛事运营（深圳）
1,深圳,产品/项目类,19881-王者荣耀高级社区内容运营（深圳）
1,深圳,产品/项目类,19881-王者荣耀高级本地化运营策划（深圳）
2,深圳,技术类,MIG07-内核高级工程师（深圳）
1,上海,产品/项目类,15618-手游系统策划（上海）
1,上海,产品/项目类,15618-手游关卡策划（上海）
1,上海,产品/项目类,15618-核心数值策划（上海）
1,深圳,设计类,15571-资深概念设计师（深圳）
1,深圳,设计类,15571-UI资深设计师（深圳）
1,深圳,产品/项目类,21227-项目管理
3,深圳,技术类,TEG17-医学AI算法研究员（深圳）
2,深圳,技术类,22989-高级系统技术工程师（深圳）
1,上海,设计类,15614-2d人物设计（上海）
1,上海,产品/项目类,SNG08-天天P图招聘用户增长运营岗（上海）
1,深圳,,14914-电脑管家高级公关经理（深圳）
2,深圳,技术类,18797-web前端开发工程师（深圳）
1,深圳,技术类,SNG11-推荐/精准营销系统工程师（深圳）
2,深圳,职能类,AQ-安全责任经理（深圳）
3,深圳,产品/项目类,23518-移动游戏渠道运营策划（精品游戏）
1,深圳,职能类,ZSC-标准专利工程师
1,深圳,技术类,MIG06-Android终端开发工程师（深圳）
1,上海,产品/项目类,OMG064-程序化广告产品经理（上海）
1,上海,技术类,OMG064-Web前端开发工程师（上海）
1,深圳,职能类,S2-账务中心高级会计（深圳）
1,深圳,产品/项目类,MIG18-青腾大学服务运营经理（深圳）
1,北京,,TB-Investment Associate / Sr. Associate
2,北京,职能类,AQ-安全标准经理（北京）
1,重庆,市场类,19116-互联网+行业商务拓展经理（重庆）
2,深圳,技术类,SNG02-流媒体后台高级开发工程师（深圳）
1,深圳,技术类,TEG02-服务器硬件工程师
1,深圳,产品/项目类,SNG16-QQ音乐运营商渠道产品运营（深圳）
1,深圳,职能类,S2-IEG财务管理（公共资源管理）（深圳）
1,深圳,产品/项目类,MIG18-资深内容运营经理（深圳）
1,深圳,技术类,SNG11-腾讯云后台开发工程师（深圳）
2,深圳,技术类,SNG11-安全咨询顾问（深圳）
1,深圳,技术类,20503-视频监控专家（深圳）
1,深圳,产品/项目类,SD10-FPS俄语游戏海外PM(深圳)
